361.000000	66.900000	-2.000000	-1.000000
583.200000	68.900000	-2.000000	13.000000
118.000000	66.000000	-1.000000	1.000000
361.700000	67.100000	-4.000000	-1.000000
236.000000	66.000000	7.000000	-2.000000
283.000000	66.900000	-9.000000	2.000000
139.000000	67.000000	4.000000	2.000000
235.000000	261.900000	284.000000	-5.000000
161.100000	116.200000	2.000000	-4.000000
208.700000	255.800000	286.000000	1.000000
160.600000	276.400000	297.000000	3.000000
313.000000	72.000000	0.000000	1.000000
272.000000	67.000000	3.000000	1.000000
479.200000	122.500000	-8.000000	-8.000000
422.000000	65.100000	-2.000000	3.000000
232.100000	267.300000	292.000000	-6.000000
247.200000	67.000000	2.000000	0.000000
150.000000	66.000000	2.000000	2.000000
209.800000	256.700000	286.000000	2.000000
123.600000	315.500000	-841.000000	77.000000
372.100000	64.900000	2.000000	8.000000
209.000000	256.600000	286.000000	2.000000
404.000000	65.100000	-6.000000	4.000000
439.200000	64.800000	0.000000	9.000000
261.100000	65.000000	-20.000000	3.000000
363.000000	65.900000	-2.000000	0.000000
56.500000	285.900000	-750.000000	-11.000000
457.200000	65.200000	-1.000000	13.000000
221.200000	266.100000	285.000000	-2.000000
386.000000	65.100000	-8.000000	-1.000000
165.100000	316.400000	-186.000000	343.000000
101.100000	410.000000	10.000000	-3.000000
77.500000	281.300000	-739.000000	-12.000000
225.200000	66.900000	26.000000	-1.000000
185.100000	66.000000	19.000000	3.000000
479.000000	76.100000	-0.000000	0.000000
301.700000	72.000000	-10.000000	1.000000
363.000000	65.900000	-2.000000	0.000000
173.900000	68.000000	2.000000	1.000000
183.600000	270.200000	292.000000	1.000000
582.200000	81.100000	-25.000000	2.000000
492.500000	65.000000	1.000000	16.000000
201.900000	66.000000	20.000000	3.000000
54.100000	289.300000	-756.000000	-31.000000
359.100000	364.000000	2.000000	2.000000
70.500000	275.800000	-724.000000	-16.000000
238.600000	261.100000	290.000000	-4.000000
70.700000	275.900000	-731.000000	-7.000000
361.000000	438.000000	7.000000	0.000000
468.000000	77.100000	14.000000	-1.000000
421.800000	76.000000	-5.000000	1.000000
361.100000	391.900000	4.000000	2.000000
236.800000	106.800000	7.000000	4.000000
360.000000	67.000000	-1.000000	-1.000000
360.900000	67.000000	-3.000000	-1.000000
362.100000	403.000000	3.000000	-3.000000
361.800000	67.000000	-3.000000	-1.000000
440.100000	76.000000	-38.000000	-1.000000
360.800000	73.000000	-3.000000	-0.000000
361.100000	78.000000	-12.000000	-1.000000
246.900000	430.900000	-15.000000	-1.000000
404.900000	76.000000	-45.000000	0.000000
367.000000	415.100000	-4.000000	2.000000
288.200000	90.000000	0.000000	7.000000
360.900000	67.000000	-3.000000	-1.000000
373.000000	397.800000	-21.000000	-17.000000
213.800000	67.000000	-9.000000	2.000000
367.000000	427.100000	-3.000000	15.000000
237.600000	259.700000	290.000000	-3.000000
457.500000	76.000000	-36.000000	1.000000
471.900000	257.900000	3.000000	8.000000
208.700000	300.700000	360.000000	-29.000000
349.600000	76.100000	-28.000000	-3.000000
464.200000	90.800000	-2.000000	2.000000
219.200000	253.500000	280.000000	-0.000000
220.800000	265.800000	284.000000	-2.000000
372.100000	76.000000	6.000000	-4.000000
70.700000	273.700000	-721.000000	-6.000000
235.000000	66.000000	4.000000	-1.000000
52.700000	287.000000	-750.000000	-13.000000
151.100000	303.500000	-587.000000	155.000000
242.900000	381.100000	-2.000000	9.000000
117.000000	66.100000	1.000000	1.000000
361.000000	67.000000	-3.000000	-1.000000
372.000000	370.800000	-12.000000	-12.000000
79.200000	279.500000	-745.000000	-12.000000
323.700000	80.900000	-3.000000	-4.000000
48.500000	302.000000	-749.000000	-10.000000
515.400000	110.200000	-6.000000	1.000000
372.200000	384.200000	-12.000000	18.000000
323.800000	97.900000	-2.000000	-10.000000
160.100000	259.800000	211.000000	13.000000
361.100000	381.100000	2.000000	7.000000
149.300000	325.100000	-702.000000	540.000000
477.700000	101.000000	10.000000	3.000000
56.600000	286.200000	-748.000000	-11.000000
105.000000	106.000000	-4.000000	4.000000
234.700000	299.700000	271.000000	4.000000
208.900000	256.400000	285.000000	1.000000
352.700000	65.000000	8.000000	4.000000
