-0.625912	-0.411843	2.247517	-0.674577	-0.410142	1.792440
0.754811	0.067529	3.533791	0.007021	0.000479	0.033650
-0.508579	-0.567652	1.785696	0.012432	0.013964	-0.043256
-0.513518	-0.415401	1.883461	0.007900	0.006371	-0.028708
0.990236	0.033018	3.167803	-0.011122	-0.000336	-0.035486
-0.634010	-0.411549	1.911287	0.018634	0.012122	-0.056186
0.628004	-0.411649	3.633844	-0.110796	0.102401	-0.465875
0.808908	0.046873	3.375303	-0.029274	-0.001709	-0.122223
1.058220	0.021603	3.108954	-0.082501	-0.001631	-0.242093
0.919698	0.039505	3.248967	-0.015135	-0.000582	-0.053515
1.152861	0.018014	3.059221	-0.019807	-0.000281	-0.052750
-0.046983	-0.350527	1.040432	-0.002044	-0.009998	0.026025
1.307015	0.000009	2.905916	0.015215	-0.000030	0.033572
-0.589189	-0.310006	1.961013	-0.021374	0.006167	-0.044470
0.664376	0.080758	3.575383	-0.044903	-0.005299	-0.241642
1.231620	0.017555	2.979838	-0.010722	-0.000268	-0.025847
0.776969	-0.048574	3.495369	0.008631	-0.000444	0.038540
-0.640993	-0.440248	1.864020	0.007947	0.005536	-0.023398
-0.559206	-0.513834	1.740497	0.004592	0.004132	-0.013813
0.346429	-0.306213	0.915322	-0.179499	0.147896	-0.469206
-0.692227	-0.254281	1.948595	-0.003716	0.017988	-0.117488
-0.560774	-0.305957	1.994787	-0.029076	0.019290	0.123923
-0.703995	-0.361164	1.978927	0.068446	0.031649	-0.178435
0.718610	-0.043027	3.536859	-0.003120	0.000138	-0.015676
0.793209	0.108311	3.286473	0.010480	0.001418	0.042388
-0.605134	-0.436837	1.863311	-0.007824	-0.005614	0.023944
0.872589	0.045941	3.305691	-0.012845	-0.000876	-0.049772
-0.687476	-0.441898	1.884853	-0.011032	-0.007084	0.030316
0.613620	0.070304	3.681617	-0.006623	-0.000904	-0.040884
-1.096436	-0.330655	3.790962	-0.098603	0.000287	0.223002
-0.630400	-0.310146	1.941093	-0.003089	-0.001432	0.008953
-0.911605	-0.564180	1.964024	-0.034698	-0.010121	0.021122
-1.530391	0.240111	3.216144	0.179458	-0.043438	-0.330994
0.952492	0.092973	3.152600	-0.025707	-0.002598	-0.084784
-0.650653	-0.541158	1.801202	-0.005153	-0.004250	0.014275
0.662969	-0.000041	3.602079	-0.016586	0.000228	-0.089059
0.905810	-0.764003	2.245716	-0.107933	0.122776	-0.113134
-0.738817	-0.411967	2.044981	-0.038364	-0.021298	0.105522
-0.691162	-0.314783	1.970137	-0.016629	-0.038100	0.025846
1.025096	0.080400	3.091082	0.029758	0.002590	0.087476
-1.046932	-0.183891	3.788959	0.009893	0.006704	-0.059798
-0.641926	-0.485419	1.838911	-0.004534	-0.003409	0.012704
0.132838	-0.200631	1.778324	-1.490524	0.759011	-9.717828
-0.449571	-1.081081	3.276283	0.000592	0.001700	-0.006239
-0.458549	-0.493747	1.922345	-0.009235	-0.001076	0.004714
-0.374872	-1.085478	3.222124	0.012546	0.025755	-0.085044
0.468528	0.164645	3.646772	0.013094	0.004750	0.104382
1.276315	0.055633	2.917168	0.031195	0.001297	0.073590
1.095453	0.072927	3.004323	-0.004116	-0.000220	-0.011947
-1.445993	-0.827574	3.198223	0.403328	0.192857	0.679700
-0.643360	-0.329766	4.631396	0.029981	0.015142	-0.221310
0.266940	-0.271217	0.843297	-0.027139	-0.001255	-0.005507
-1.519134	0.375506	3.275612	-0.009371	0.002279	0.018785
-1.049242	-0.404743	3.930698	-0.049614	0.099522	-0.061560
-0.536865	-0.388832	1.981645	0.019426	0.014223	-0.072284
-0.036597	-0.319213	1.053653	0.005089	-0.001875	0.016526
1.055628	0.438172	3.039611	0.009104	0.003748	0.026071
0.893593	0.098593	3.157136	-0.056513	-0.006256	-0.198500
-0.528932	-0.522860	1.750479	-0.038921	-0.038464	0.128986
-0.631843	-0.381831	1.945638	-0.012559	-0.007686	0.039600
-0.783730	-0.502857	1.968970	-0.141969	-0.091062	0.358475
-1.404769	0.626269	3.370092	-0.014576	0.006117	0.031323
0.004643	-0.260197	0.764433	-0.079715	-0.016920	0.134912
1.330372	-0.699950	2.858708	-0.001706	0.001059	-0.002820
-0.599001	-0.540830	1.759396	0.000924	0.000757	-0.002491
-0.504034	-0.559447	1.769796	0.019765	0.022129	-0.068960
-0.612895	-0.402874	2.219559	0.130170	0.089694	-0.279574
0.745773	0.066767	3.491684	-0.090377	-0.007621	-0.421069
-0.504034	-0.559447	1.769796	0.045450	0.082055	-0.159000
-0.513382	-0.415295	1.882993	0.001364	0.001068	-0.004686
0.991860	0.033069	3.173024	0.016238	0.000512	0.052214
-0.632221	-0.410405	1.905938	0.017890	0.011437	-0.053489
0.630703	-0.420125	3.605434	0.026986	-0.084758	-0.284104
0.810519	0.046955	3.382006	0.016111	0.000818	0.067034
1.071625	0.021875	3.148344	0.134057	0.002721	0.393898
0.924048	0.039674	3.264428	0.043505	0.001687	0.154610
1.154191	0.018036	3.062743	0.013306	0.000230	0.035219
-0.047749	-0.348987	1.040571	-0.007661	0.015402	0.001391
1.308365	0.000003	2.908924	0.013494	-0.000066	0.030084
0.803294	0.052757	3.376288	0.003371	0.000154	0.013890
-0.589095	-0.306362	1.960040	0.000938	0.036440	-0.009738
0.664169	0.080707	3.574270	-0.002074	-0.000512	-0.011132
1.232641	0.017566	2.982341	0.010216	0.000110	0.025032
0.778096	-0.048640	3.500354	0.011270	-0.000656	0.049849
-0.642677	-0.441415	1.868973	-0.016840	-0.011671	0.049530
-0.560563	-0.515072	1.744656	-0.013566	-0.012378	0.041593
0.308709	-0.277003	0.808632	-0.377204	0.292103	-1.066902
